# Please take the real part 
                  # kx (1/A)                    ky (1/A)                    kz (1/A)               real(Omega_x)               real(Omega_y)               real(Omega_z)
            0.4185101963E+00           -0.4375850796E+00            0.0000000000E+00           -0.5151529821E+01            0.1544796096E+01           -0.5764271223E+01
            0.4185101963E+00           -0.4276399642E+00            0.0000000000E+00           -0.5346718314E+01            0.1553947461E+01           -0.5914360203E+01
            0.4185101963E+00           -0.4176948487E+00            0.0000000000E+00           -0.5529336394E+01            0.1562664719E+01           -0.6059314839E+01
            0.4185101963E+00           -0.4077497333E+00            0.0000000000E+00           -0.5698368172E+01            0.1571044755E+01           -0.6198261488E+01
            0.4185101963E+00           -0.3978046178E+00            0.0000000000E+00           -0.5852982658E+01            0.1579212241E+01           -0.6330339727E+01
            0.4185101963E+00           -0.3878595024E+00            0.0000000000E+00           -0.5992570094E+01            0.1587314822E+01           -0.6454712708E+01
            0.4185101963E+00           -0.3779143869E+00            0.0000000000E+00           -0.6116776975E+01            0.1595514792E+01           -0.6570574430E+01
            0.4185101963E+00           -0.3679692715E+00            0.0000000000E+00           -0.6225537861E+01            0.1603976472E+01           -0.6677151611E+01
            0.4185101963E+00           -0.3580241561E+00            0.0000000000E+00           -0.6319101677E+01            0.1612848385E+01           -0.6773697179E+01
            0.4185101963E+00           -0.3480790406E+00            0.0000000000E+00           -0.6398049775E+01            0.1622239137E+01           -0.6859471584E+01
            0.4185101963E+00           -0.3381339252E+00            0.0000000000E+00           -0.6463302469E+01            0.1632185636E+01           -0.6933707147E+01
            0.4185101963E+00           -0.3281888097E+00            0.0000000000E+00           -0.6516109911E+01            0.1642611932E+01           -0.6995549536E+01
            0.4185101963E+00           -0.3182436943E+00            0.0000000000E+00           -0.6558021911E+01            0.1653276508E+01           -0.7043969067E+01
            0.4185101963E+00           -0.3082985788E+00            0.0000000000E+00           -0.6590829210E+01            0.1663705374E+01           -0.7077633030E+01
            0.4185101963E+00           -0.2983534634E+00            0.0000000000E+00           -0.6616465574E+01            0.1673107966E+01           -0.7094728875E+01
            0.4185101963E+00           -0.2884083479E+00            0.0000000000E+00           -0.6636855412E+01            0.1680272990E+01           -0.7092727463E+01
            0.4185101963E+00           -0.2784632325E+00            0.0000000000E+00           -0.6653685486E+01            0.1683442729E+01           -0.7068077449E+01
            0.4185101963E+00           -0.2685181170E+00            0.0000000000E+00           -0.6668072226E+01            0.1680168103E+01           -0.7015829173E+01
            0.4185101963E+00           -0.2585730016E+00            0.0000000000E+00           -0.6680090666E+01            0.1667155197E+01           -0.6929205025E+01
            0.4185101963E+00           -0.2486278861E+00            0.0000000000E+00           -0.6688133089E+01            0.1640129977E+01           -0.6799172332E+01
            0.4185101963E+00           -0.2386827707E+00            0.0000000000E+00           -0.6688087445E+01            0.1593775070E+01           -0.6614147054E+01
            0.4185101963E+00           -0.2287376553E+00            0.0000000000E+00           -0.6672388627E+01            0.1521832485E+01           -0.6360073216E+01
            0.4185101963E+00           -0.2187925398E+00            0.0000000000E+00           -0.6629128207E+01            0.1417512966E+01           -0.6021278832E+01
            0.4185101963E+00           -0.2088474244E+00            0.0000000000E+00           -0.6541629385E+01            0.1274381330E+01           -0.5582647978E+01
            0.4185101963E+00           -0.1989023089E+00            0.0000000000E+00           -0.6389167312E+01            0.1087841052E+01           -0.5033613888E+01
            0.4185101963E+00           -0.1889571935E+00            0.0000000000E+00           -0.6149669166E+01            0.8571369148E+00           -0.4373993294E+01
            0.4185101963E+00           -0.1790120780E+00            0.0000000000E+00           -0.5804908555E+01            0.5873826921E+00           -0.3620492395E+01
            0.4185101963E+00           -0.1690669626E+00            0.0000000000E+00           -0.5347545075E+01            0.2906301316E+00           -0.2811023820E+01
            0.4185101963E+00           -0.1591218471E+00            0.0000000000E+00           -0.4787519409E+01           -0.1515112723E-01           -0.2002971194E+01
            0.4185101963E+00           -0.1491767317E+00            0.0000000000E+00           -0.4154073413E+01           -0.3096071906E+00           -0.1263073372E+01
            0.4185101963E+00           -0.1392316162E+00            0.0000000000E+00           -0.3490837907E+01           -0.5749844742E+00           -0.6511703712E+00
            0.4185101963E+00           -0.1292865008E+00            0.0000000000E+00           -0.2845210333E+01           -0.8003085845E+00           -0.2047678093E+00
            0.4185101963E+00           -0.1193413854E+00            0.0000000000E+00           -0.2256882216E+01           -0.9828248695E+00            0.6825984238E-01
            0.4185101963E+00           -0.1093962699E+00            0.0000000000E+00           -0.1750611120E+01           -0.1126477307E+01            0.1864240356E+00
            0.4185101963E+00           -0.9945115446E-01            0.0000000000E+00           -0.1335162291E+01           -0.1238799615E+01            0.1843605893E+00
            0.4185101963E+00           -0.8950603901E-01            0.0000000000E+00           -0.1006837382E+01           -0.1327917441E+01            0.1014040484E+00
            0.4185101963E+00           -0.7956092357E-01            0.0000000000E+00           -0.7546350252E+00           -0.1400632860E+01           -0.2683020613E-01
            0.4185101963E+00           -0.6961580812E-01            0.0000000000E+00           -0.5647772755E+00           -0.1461686232E+01           -0.1726771308E+00
            0.4185101963E+00           -0.5967069268E-01            0.0000000000E+00           -0.4236839466E+00           -0.1513823245E+01           -0.3173159880E+00
            0.4185101963E+00           -0.4972557723E-01            0.0000000000E+00           -0.3194556883E+00           -0.1558238836E+01           -0.4497728468E+00
            0.4185101963E+00           -0.3978046178E-01            0.0000000000E+00           -0.2423186265E+00           -0.1595102843E+01           -0.5652166518E+00
            0.4185101963E+00           -0.2983534634E-01            0.0000000000E+00           -0.1844926059E+00           -0.1624021623E+01           -0.6632447892E+00
            0.4185101963E+00           -0.1989023089E-01            0.0000000000E+00           -0.1398100996E+00           -0.1644389567E+01           -0.7464557590E+00
            0.4185101963E+00           -0.9945115446E-02            0.0000000000E+00           -0.1032700393E+00           -0.1655633190E+01           -0.8193692721E+00
            0.4185101963E+00            0.0000000000E+00            0.0000000000E+00           -0.7060694075E-01           -0.1657366508E+01           -0.8876419314E+00
            0.4185101963E+00            0.9945115446E-02            0.0000000000E+00           -0.3789296245E-01           -0.1649476320E+01           -0.9574859027E+00
